@relation cleaned_data-weka.filters.unsupervised.attribute.Remove-R15-16-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R15-16

@attribute Dress_id numeric
@attribute Style {Sexy,Brief,cute,party,vintage,Casual,bohemian,work,fashion,Novelty}
@attribute Price {Low,Average,Medium,High,very-High,null}
@attribute Rating numeric
@attribute Size {M,L,free,XL,S}
@attribute Season {Summer,Spring,Winter,Autumn,null}
@attribute NeckLine {o-neck,boat-neck,v-neck,ruffled,turndowncollor,peterpan-collor,open,sqare-collor,slash-neck,Sweetheart,null,Scoop,halter,backless,bowneck}
@attribute SleeveLength {sleevless,full,butterfly,threequater,short,halfsleeves,turndowncollor,cap-sleeves,null}
@attribute Waistline {empire,natural,null,princess,dropped}
@attribute Material {null,silk,chiffonfabric,polyster,cotton,milksilk,linen,rayon,lycra,mix,spandex,nylon,lace,modal,cashmere,microfiber,viscos,other,knitted,wool,shiffon,acrylic}
@attribute FabricType {chiffon,broadcloth,jersey,null,batik,flannel,worsted,woolen,dobby,organza,lace,satin,tulle,poplin,Corduroy,shiffon,terry}
@attribute Decoration {ruffles,embroidary,bow,lace,null,sashes,holLowout,beading,pockets,sequined,button,applique,Tiered,rivet,fLowers,pleat,crystal,ruched,draped,tassel,plain}
@attribute PatternType {animal,print,dot,solid,patchwork,null,striped,geometric,leopard,floral,plaid,character,splice}
@attribute Recommendation {1,2}

@data
1090993173,Casual,Low,4.7,free,Summer,o-neck,cap-sleeves,natural,chiffonfabric,chiffon,null,print,2
963684109,Casual,Average,4.7,M,Summer,o-neck,threequater,null,chiffonfabric,chiffon,ruched,solid,1
619817668,Sexy,Low,4.5,free,Summer,slash-neck,sleevless,null,polyster,Corduroy,null,null,1
1066740059,vintage,Low,4,free,Summer,turndowncollor,short,natural,cotton,woolen,holLowout,solid,1
732184480,Sexy,Low,4.7,free,Summer,v-neck,sleevless,null,null,null,null,null,1
1044683061,bohemian,Low,5,free,Summer,o-neck,sleevless,empire,cotton,broadcloth,tassel,print,2
579010251,Casual,Low,4.7,S,Winter,o-neck,sleevless,natural,knitted,null,lace,solid,1
751364623,Sexy,Average,4.5,S,Winter,v-neck,sleevless,null,polyster,null,null,null,1
898316819,cute,Average,4.7,M,Summer,o-neck,sleevless,natural,chiffonfabric,null,sashes,splice,1
622667306,Casual,Average,4.1,L,Winter,o-neck,sleevless,natural,polyster,null,null,null,2
809344968,Casual,Average,4.2,M,Winter,v-neck,full,empire,polyster,null,lace,patchwork,2
754138176,Brief,Average,4.8,free,Winter,v-neck,halfsleeves,natural,polyster,broadcloth,null,solid,1
674192921,Brief,Average,4.9,free,Winter,o-neck,sleevless,natural,null,null,null,solid,1
726446177,Sexy,Average,4.8,S,Winter,v-neck,sleevless,empire,polyster,chiffon,lace,solid,1
1193747589,Casual,Average,4.7,L,Winter,o-neck,sleevless,natural,polyster,chiffon,null,patchwork,1
676827184,vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,null,beading,print,1
619996560,Casual,Average,4.8,free,Summer,o-neck,sleevless,natural,cotton,chiffon,sashes,solid,1
618420156,Sexy,Low,4.7,M,Winter,v-neck,sleevless,natural,polyster,null,null,striped,1
689486739,Casual,Average,5,S,Spring,turndowncollor,full,empire,cotton,worsted,null,solid,1
751364614,Sexy,Average,4.1,free,Summer,v-neck,sleevless,natural,cotton,null,lace,null,2
825341937,Casual,Low,4,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,holLowout,print,1
736813752,work,Average,4.7,M,Spring,v-neck,sleevless,null,null,null,null,null,2
636178374,cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,chiffon,null,solid,2
743485617,Casual,Low,5,M,Spring,o-neck,sleevless,natural,spandex,jersey,null,print,1
933951149,Casual,Average,4.7,M,Autumn,v-neck,sleevless,natural,null,chiffon,null,striped,2
684561284,Casual,Low,4.6,free,Winter,o-neck,full,natural,polyster,null,applique,solid,1
616295248,Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,jersey,pockets,solid,1
736076633,cute,Average,4.6,M,Autumn,o-neck,threequater,natural,silk,chiffon,sashes,print,1
1108073621,Casual,Low,4.6,free,Autumn,o-neck,halfsleeves,natural,chiffonfabric,chiffon,null,leopard,2
1053002876,Casual,Low,4.7,L,Summer,null,sleevless,null,cotton,null,null,solid,2
444282011,bohemian,Average,4,free,Winter,o-neck,sleevless,natural,polyster,chiffon,ruffles,striped,1
949336768,Casual,Low,4.7,free,Summer,o-neck,full,natural,cotton,null,null,solid,2
961972778,bohemian,Average,4.1,free,Summer,o-neck,threequater,null,null,null,holLowout,null,1
893088817,Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,null,null,animal,1
952724683,Casual,Average,5,M,Spring,o-neck,threequater,null,spandex,null,null,null,1
855037000,Casual,Low,5,free,Winter,o-neck,full,natural,wool,null,applique,solid,1
660016574,vintage,Average,4.5,L,Winter,o-neck,short,empire,null,null,sequined,patchwork,2
738079582,Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,null,null,solid,1
861001391,bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,null,null,dot,1
1099696103,Casual,Average,4.8,free,Winter,o-neck,sleevless,null,polyster,null,sashes,solid,1
1044288976,Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,null,null,patchwork,1
890848361,Casual,Average,4.7,M,Winter,o-neck,short,empire,polyster,shiffon,null,animal,1
929503394,bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,null,null,solid,1
1015249105,Sexy,Average,4.9,free,Summer,sqare-collor,sleevless,natural,polyster,null,sashes,print,1
707537639,Casual,Average,3,M,Spring,turndowncollor,short,empire,polyster,null,sashes,patchwork,1
702984554,Casual,Low,4.7,L,Autumn,o-neck,short,natural,polyster,shiffon,null,patchwork,2
896048351,Casual,Average,4.3,M,Autumn,o-neck,sleevless,natural,polyster,null,plain,solid,1
1023830972,Casual,Low,5,free,Summer,o-neck,sleevless,natural,modal,jersey,plain,solid,2
959052557,Casual,Low,4.7,free,Winter,o-neck,sleevless,natural,milksilk,null,null,animal,1
1246945687,vintage,Average,5,M,Summer,v-neck,threequater,natural,polyster,null,null,print,1
510519284,Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,worsted,lace,patchwork,2
1079958917,bohemian,Average,4.6,M,Spring,o-neck,sleevless,natural,shiffon,shiffon,sashes,solid,1
1024325244,party,Average,4.8,M,Summer,o-neck,full,null,cotton,null,null,solid,2
841203385,bohemian,Low,4.6,free,Summer,v-neck,sleevless,natural,cotton,broadcloth,beading,solid,1
1104504876,party,very-High,4.6,free,Summer,o-neck,sleevless,empire,rayon,null,holLowout,solid,1
1010356223,cute,Low,4.8,M,Spring,o-neck,short,natural,shiffon,shiffon,bow,dot,2
1031230798,Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,broadcloth,sashes,solid,1
908989488,Casual,Average,4.2,free,Summer,o-neck,sleevless,natural,cotton,worsted,null,striped,2
822081627,Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,null,ruffles,patchwork,1
1116072373,bohemian,Low,5,XL,Spring,v-neck,threequater,natural,null,shiffon,null,print,2
856139963,Casual,Average,4.7,M,Summer,o-neck,sleevless,null,cotton,null,null,dot,1
1032982013,Sexy,Low,4.4,free,Autumn,v-neck,sleevless,natural,cotton,worsted,lace,solid,1
879756967,Brief,Average,4.9,XL,Spring,slash-neck,full,natural,null,null,sashes,solid,1
912614690,Casual,Average,4.7,XL,Summer,v-neck,halfsleeves,natural,null,broadcloth,null,print,2
1072784739,Casual,Average,4.8,M,Summer,v-neck,full,natural,null,shiffon,null,null,1
945651303,Casual,Medium,4.9,L,Spring,sqare-collor,sleevless,empire,null,null,null,print,1
858212832,party,Average,4.7,M,Spring,o-neck,halfsleeves,empire,null,shiffon,null,patchwork,1
1219677488,Sexy,Low,4.4,free,Summer,bowneck,sleevless,natural,viscos,null,bow,solid,1
886501087,bohemian,Low,4.6,free,Winter,o-neck,sleevless,empire,polyster,null,null,patchwork,2
944264938,Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,null,lace,solid,2
918722829,Sexy,Low,4.5,free,Summer,o-neck,sleevless,empire,cotton,null,sashes,solid,2
750670078,Sexy,Low,4.8,free,Spring,v-neck,sleevless,natural,null,null,null,striped,2
1028061165,Brief,Low,4.7,free,Autumn,o-neck,sleevless,natural,null,shiffon,sequined,solid,1
699738864,Sexy,High,5,M,Summer,v-neck,sleevless,natural,mix,null,null,striped,1
905732124,Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,null,null,patchwork,1
961230947,cute,Medium,4.9,S,Summer,bowneck,sleevless,empire,null,null,bow,patchwork,2
849947393,Novelty,Average,4.9,M,Autumn,o-neck,short,natural,polyster,chiffon,null,print,1
857432541,Casual,Low,4.3,free,Spring,o-neck,full,null,null,chiffon,sashes,null,2
1088674674,Casual,Low,4.7,S,Autumn,o-neck,sleevless,natural,cotton,null,null,solid,1
939250541,Casual,Average,4.8,L,Autumn,boat-neck,sleevless,natural,null,null,sashes,solid,1
876708804,cute,Average,4.5,L,Winter,v-neck,sleevless,natural,polyster,jersey,sashes,solid,2
1032990258,Casual,Average,4.4,free,Summer,o-neck,cap-sleeves,natural,cotton,null,null,solid,1
880692544,Casual,Low,4.8,L,Summer,v-neck,threequater,natural,cotton,null,null,print,1
958270190,work,Average,5,M,Summer,o-neck,sleevless,natural,null,null,null,solid,2
732757918,Novelty,Average,5,free,Summer,o-neck,sleevless,natural,null,null,null,print,1
898646576,Casual,Low,4.6,free,Spring,v-neck,sleevless,natural,silk,chiffon,draped,solid,1
950048509,Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,null,lace,solid,1
754316257,Casual,Average,4.5,L,Spring,boat-neck,threequater,natural,null,dobby,lace,animal,2
598523814,Casual,Average,4.5,free,Autumn,o-neck,halfsleeves,natural,cotton,chiffon,holLowout,solid,2
774130360,party,Average,4.9,M,Winter,o-neck,halfsleeves,null,cotton,null,lace,null,2
555727400,Casual,Average,4.8,M,Summer,o-neck,halfsleeves,null,null,null,null,null,1
537463111,Casual,Low,4.4,L,Summer,o-neck,sleevless,natural,cotton,chiffon,null,solid,1
933864550,Casual,Average,4.3,M,Winter,slash-neck,sleevless,natural,polyster,null,sashes,solid,1
944930838,cute,Average,4.7,L,Summer,o-neck,sleevless,natural,polyster,broadcloth,lace,solid,1
901346821,Casual,Low,4.4,free,Summer,o-neck,sleevless,null,null,null,null,animal,1
818295153,cute,High,4.3,M,Spring,boat-neck,full,natural,polyster,terry,lace,solid,2
733134203,work,Average,4.8,M,Winter,turndowncollor,full,natural,null,null,null,solid,1
943414146,Casual,Average,4.6,M,Spring,o-neck,halfsleeves,natural,polyster,null,lace,solid,1
709353440,Casual,High,4.9,XL,Winter,v-neck,full,empire,cotton,null,sequined,solid,1
1190383536,cute,Average,5,M,Autumn,v-neck,sleevless,natural,cotton,null,null,solid,1
869138763,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,pockets,solid,1
977173764,cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,chiffon,beading,solid,2
918331326,Casual,Average,4.6,M,Winter,v-neck,halfsleeves,natural,silk,chiffon,sashes,solid,2
733715437,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,null,null,solid,2
955679920,Casual,Low,5,M,Autumn,o-neck,sleevless,empire,null,chiffon,null,print,2
862814652,Casual,Low,4.4,M,Summer,o-neck,halfsleeves,empire,chiffonfabric,chiffon,bow,solid,1
799301728,Casual,Low,4.8,free,Winter,bowneck,full,natural,polyster,chiffon,bow,solid,1
1039384371,Casual,Average,5,L,Summer,o-neck,sleevless,natural,cotton,null,null,null,2
746518490,cute,Average,4.6,M,Spring,o-neck,halfsleeves,natural,acrylic,chiffon,null,null,1
720665176,bohemian,Low,4.6,free,Summer,o-neck,sleevless,natural,cotton,chiffon,null,solid,2
1001750851,Brief,Average,4.7,M,Winter,o-neck,halfsleeves,natural,acrylic,chiffon,null,striped,1
882975367,Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,null,null,solid,2
1069577979,Sexy,Low,4.3,free,Summer,o-neck,full,empire,cotton,null,null,null,1
1079373429,Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,null,lace,solid,2
711704151,Casual,Average,4.6,L,Winter,boat-neck,sleevless,empire,silk,broadcloth,applique,print,2
876761815,Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,Corduroy,lace,solid,1
